	Japanese	English	Japanese Example	English Sentence	speaking score	listening score
3342	いだい	great, mighty	かれ は <b>いだい</b> な じぎょう を なしとげ ました	He accomplished a great project.	0	0
3343	かたな	sword, blade	にほん えいが で <b>かたな</b> を みた	I saw a sword in a Japanese movie.	0	0
3344	こどく	solitary, lonely	かれ は <b>こどく</b> な じんせい を おくって いた ん だ	He lived a solitary life.	0	0
3345	ことがら	matter, affair	これ まで はなしあった <b>ことがら</b> を まとめて ください	Please summarize the things we have been talking about so far.	0	0
3346	がら	pattern, design	かれ は いぬ の <b>がら</b> の Tしゃつ を きて いる よ	He's wearing a T-shirt with a dog print on it.	0	0
3347	えだ	branch, twig	きょうふう で き の えだ が <b>おれた</b>	The tree branch broke in the strong wind.	0	0
3348	あきれる	be stunned in disappointment or disbelief	かれ の がんこさ に は <b>あきれました</b>	I was amazed at his stubbornness.	0	0
3349	かれる	wither, die	かびん の はな が <b>かれました</b>	The flowers in the vase died.	0	0
3350	こがらし	cold wintry wind	そと は <b>こがらし</b> が ふいて いる よ	A cold wintry wind is blowing outside.	0	0
3351	ぐん	army, troops@county	けがにん は <b>ぐん</b> の びょういん に はこばれた よ@この <b>ぐん</b> は らいねん し に なります よ	The injured were taken to the army hospital.@This county will turn into a city next year.	0	0
3352	しじん	poet	かれ は すぐれた <b>しじん</b> です	He is a fine poet.	0	0
3353	せいじつ	sincerity, honesty	かれ は とても <b>せいじつ</b> な ひと です	He is a very honest person.	0	0
3354	さかん	prosperous, active	その とし は しょうぎょう が <b>さかん</b> よ	Commerce is thriving in that city.	0	0
3355	けんそん	humility, modesty	そんな に <b>けんそん</b> しなくて も いい	You do not need to be so modest.	0	0
3356	かねる	serve two functions, combine	かのじょ は ひしょ と じむ の たんとう を <b>かねて います</b>	She's in charge of both secreterial and clerical work.	0	0
3357	あだな	nickname	かれ の <b>あだな</b> は 「 りき 」 です 。	"His nickname is """"Ricky."""""	0	0
3358	するどい	pointed, acute	<b>するどい</b> はもの で ゆび を けが した	I injured my finger on the sharp knife.	0	0
3359	くさり	chain, tether	いぬ を <b>くさり</b> で つなぎました	I tied up the dog with a chain.	0	0
3360	はい	ashes@lung, lungs	かじ で すべて <b>はい</b> に なった@かれ は <b>はい</b> の びょうき に かかった の よ	Everything turned to ashes in the fire.@He contracted lung disease.	0	0
3361	いんかん	personal seal	ここ に うけとり の <b>いんかん</b> を おねがい します	Please put your personal seal here for the receipt.	0	0
3362	じゅみょう	life span	かめ の <b>じゅみょう</b> は ながい ん だ	Turtles have long life spans.	0	0
3363	かいすいよく	sea bathing	なつやすみ に は <b>かいすいよく</b> に いきます	I go to swim in the sea during the summer.	0	0
3364	あふれる	over flow, flood	ばすたぶ から おゆ が <b>あふれました</b>	The hot water overflowed from the bathtub.	0	0
3365	えんがん	coast, shore	きょう は <b>えんがん</b> の なみ が あらい でしょう	The waves on the coast will be rough today.	0	0
3366	やわらかい	soft@soft, gentle	ふとん が とても <b>やわらかい</b>@<b>やわらかい</b> ひざし が きもち いい ね	The futon is very soft.@Soft sunlight feels pleasant.	0	0
3367	すなはま	sandy beach, sands	あさ はやく <b>すなはま</b> を さんぽ しました	I strolled on the beach early in the morning.	0	0
3368	おき	offshore	<b>おき</b> に こじま が みえます	A small island can be seen off the shore.	0	0
3369	そう	in such manner, that way@lie along, follow along@accompany, go along with	わたし も <b>そう</b> おもいます@かわ に <b>そって</b> あるいた ん だ@あなた の きたい に <b>そえなくて</b> すみません	That's what I think too.@I walked along the river.@I'm sorry I couldn't fulfill your expectation.	0	0
3370	さける	split, tear@avoid, evade	くぎ に ひっかけて そで が <b>さけて しまった</b> な@かのじょ は きのう から わたし の こと を <b>さけて いる</b> よう なん だ	I caught it on the nail and tore the sleeve.@She seems to have been avoiding me since yesterday.	0	0
3371	いずみ	spring, fountain	もり の なか に きれい な <b>いずみ</b> が ある の	There is a beautiful spring in the forest.	0	0
3372	おんせん	hot spring	ここ の <b>おんせん</b> は よく きく そう です	I hear this hot spring is very effective.	0	0
3373	さけび	shout, cry	かのじょ の こころ の <b>さけび</b> に だれ も きづかなかった よ	No one noticed her cry from the heart.	0	0
3374	さけぶ	shout, cry out	かのじょ は たすけ を もとめて おおごえ で <b>さけんだ</b> の	She cried out for help.	0	0
3375	きつえん	smoking	ここ で は <b>きつえん</b> できません 。	Smoking is not permitted here.	0	0
3376	おん	debt of gratitude, kindness	この ご<b>おん</b> は いっしょう わすれません	I will never forget this kindness.	0	0
3377	こな	powder, flour	その しろい <b>こな</b> は あかちゃん の みるく です	The white powder is baby's milk.	0	0
3378	こむぎ	wheat	<b>こむぎ</b> は いろいろ な たべもの に つかわれて いる	Wheat is used in many foods.	0	0
3379	こむぎこ	flour	うどん は <b>こむぎこ</b> から つくられます	Udon noodles are made from flour.	0	0
3380	いつのまに	when	かれ は <b>いつのまに</b> いなく なった の	When did he leave?	0	0
3381	おおむぎ	barley	<b>おおむぎ</b> は びーる の げんりょう に なります	Barley is one of the ingredients for beer.	0	0
3382	すいじ	cooking	うち で は おっと も <b>すいじ</b> を します	In my house, my husband also cooks.	0	0
3383	こよみ	calendar, almanac	<b>こよみ</b> の うえ で は きょう から ふゆ です ね	Winter starts today according to the almanac.	0	0
3384	けがわ	fur	かのじょ は <b>けがわ</b> の こーと を きて いた の	She wore a fur coat.	0	0
3385	けいと	woolen yarn, wool	かのじょ は <b>けいと</b> の せーたー を あみました	She knitted a woolen sweater.	0	0
3386	お	tail	<b>お</b> の ながい とり が とんで います ね	A bird with a long tail is flying.	0	0
3387	インフレーション	inflation	しじょう に は <b>いんふれーしょん</b> の えいきょう が でて いる ね	The market showed the impact of inflation.	0	0
3388	しらが	white hair, gray hair	そふ は <b>しらが</b> が すくない ほう です	My grandfather has relatively little gray hair.	0	0
3389	じびか	otorhinology, ENT	いま <b>じびか</b> に かかって います	I go to an ENT specialist now.	0	0
3390	くちびる	lip, lips	さむく て <b>くちびる</b> が あおく なって しまった	My lips are blue with cold.	0	0
3391	かいしゃく	interpretation, explanation	この し を <b>かいしゃく</b> して みましょう	Let's try to interpret this poem.	0	0
3392	いっそう	more, even more	あめ が <b>いっそう</b> はげしく なった ね	The rain got even heavier.	0	0
3393	ウィークエンド	weekend	こんど の <b>うぃーくえんど</b> は えいが を みます	I am going to watch a movie this weekend.	0	0
3394	おおう	cover, hide	くも が そら を <b>おおって いる</b> ね	The sky is overcast.	0	0
3395	こせき	family register	けっこん する と あたらしい <b>こせき</b> が つくられます	A new family register is made when a couple marry.	0	0
3396	がらすど	glass door	おみせ の <b>がらすど</b> が わられた ん だ	The shop's glass door was broken.	0	0
3397	とう	political party@ask, question@tower, pagoda@island	<b>とう</b> の だいひょう が しつもん に こたえました@おうぼしゃ の ねんれい は <b>といません</b>@あの <b>とう</b> の たかさ は どれ くらい です か@わたしたち は はわい の まうい<b>とう</b> に りょこう した の	The party spokesman answered the question.@Applicants of all ages are accepted.@How tall is that tower?@We traveled to Maui island in Hawaii.	0	0
3398	しんせん	fresh	この みせ で は <b>しんせん</b> な やさい が かえます よ	You can buy fresh vegetables at this shop.	0	0
3399	ゆうかん	brave, heroic@evening edition	かのじょ は とても <b>ゆうかん</b> でした@その にゅーす は <b>ゆうかん</b> で みました	She was very brave.@I saw that news in the evening newspaper.	0	0
3400	あざやか	vivid	やま は <b>あざやか</b> な みどり でした	The mountain was a vivid green.	0	0
3401	うがい	gargling	ふゆ は まめ に <b>うがい</b> を します	I often gargle in winter.	0	0
3402	きみ	you	この ほん を <b>きみ</b> に あげます	I'm going to give you this book.	0	0
3403	いちょう	stomach and intestines	かれ は <b>いちょう</b> が つよく ありません	His digestive system is not strong.	0	0
3404	かんじん	vital, essential	なにごと も さいしょ が <b>かんじん</b> だ	In all things, it's the beginning that counts.	0	0
3405	さんみゃく	mountain range	れっしゃ の まど から ゆうだい な <b>さんみゃく</b> が みえた ん だ よ	I was able to see a magnificent mountain range from the window of the train.	0	0
3406	くらす	live, earn one's livelihood	しょうらい は うみ の ちかく で <b>くらしたい</b> な	I want to live near the sea in the future.	0	0
