	Kanji	English	Example Sentence	Example Sentence Reading	English Sentence	writing score	Reading	reading score
2718	意義	"meaning, significance"	この事業には大きな<b>意義</b>があります。	この じぎょう に は おおき な <b>いぎ</b> が あります	This project has enormous significance.	0	いぎ	0
2719	好意	"favor, affection"	彼は彼女に<b>好意</b>をもっています。	かれ は かのじょ に <b>こうい</b> を もって います	He has affections for her.	0	こうい	0
2720	意地悪	"nastiness, ill-natured person"	彼は時々<b>意地悪</b>な質問をする。	かれ は ときどき <b>いじわる</b> な しつもん を する 。	He sometimes raises nasty questions.	0	いじわる	0
2721	確保	securement	優れた人材の<b>確保</b>は重要です。	すぐれた じんざい の <b>かくほ</b> は じゅうよう です	Securing excellent talent is important.	0	かくほ	0
2722	スライド	slide	このふたは<b>スライド</b>します。	この ふた は <b>すらいど</b> します	This cover slides aside.	0	スライド	0
2723	確立	establishment	北欧では社会保障が<b>確立</b>されています。	ほくおう で は しゃかい ほしょう が <b>かくりつ</b> されて います	Social security has been established in Northern Europe.	0	かくりつ	0
2724	確定	"decision, confirmation"	試合の代表メンバーが<b>確定</b>したの。	しあい の だいひょう めんばー が <b>かくてい</b> した の	The game's team members have been decided.	0	かくてい	0
2725	確実	"certain, secure"	彼女が将来、大統領になることは<b>確実</b>です。	かのじょ が しょうらい だいとうりょう に なる こと は <b>かくじつ</b> です	It is certain that she will become the president in the future.	0	かくじつ	0
2726	確信	"firm belief, conviction"	私は彼の成功を<b>確信</b>しています。	わたし は かれ の せいこう を <b>かくしん</b> して います	I am convinced of his success.	0	かくしん	0
2727	効率	efficiency	作業の<b>効率</b>を上げるにはどうしたらいいですか。	さぎょう の <b>こうりつ</b> を あげる に は どう したら いい です か	How should we increase efficiency at work?	0	こうりつ	0
2728	確率	"probability, rate"	天気予報は当たる<b>確率</b>が高くなりましたね。	てんき よほう は あたる <b>かくりつ</b> が たかく なりました ね	The chance that the weather forecast is right has increased.	0	かくりつ	0
2729	軽率	"rash, light-headed"	<b>軽率</b>な発言はしないよう気をつけなさい。	<b>けいそつ</b> な はつげん は しない よう き を つけなさい	Take care not to make flippant remarks.	0	けいそつ	0
2730	おっしゃる	say	あなたの<b>おっしゃる</b>通りです。	あなた の <b>おっしゃる</b> とおり です	It is as you say.	0	おっしゃる	0
2731	機会	"opportunity, occasion"	家族で話し合う<b>機会</b>を持ちました。	かぞく で はなしあう <b>きかい</b> を もちました	I set up an opportunity to have a discussion with the family.	0	きかい	0
2732	危機	"crisis, emergency"	地球環境の<b>危機</b>が叫ばれているのよ。	ちきゅう かんきょう の <b>きき</b> が さけばれて いる の よ	There's an outcry over a world-wide environmental crisis.	0	きき	0
2733	機長	airplane captain	<b>機長</b>の放送があったの。	<b>きちょう</b> の ほうそう が あった の	There was an announcement from the captain.	0	きちょう	0
2734	時機	"opportunity, chance"	あせらずに<b>時機</b>を待つべきです。	あせらず に <b>じき</b> を まつ べき です	You should wait patiently for the right opportunity.	0	じき	0
2735	楽器	musical instrument	私が好きな<b>楽器</b>はギターです。	わたし が すき な <b>がっき</b> は ぎたー です	My favorite instrument is the guitar.	0	がっき	0
2736	食器	"tableware, dinner set"	<b>食器</b>を全部新しくしました。	<b>しょっき</b> を ぜんぶ あたらしく しました	I replaced all the tableware.	0	しょっき	0
2737	器用	"skillful, clever"	彼はかなり<b>器用</b>な人です。	かれ は かなり <b>きよう</b> な ひと です	He is very good with his hands.	0	きよう	0
2738	クラシック	"classical music, the classics"	彼女は<b>クラシック</b>音楽が好きです。	かのじょ は <b>くらしっく</b> おんがく が すき です	She likes classical music.	0	クラシック	0
2739	受話器	receiver	<b>受話器</b>を取ってもらえますか。	<b>じゅわき</b> を とって もらえます か	Could you pick up the receiver?	0	じゅわき	0
2740	器	"vessel, dish"	この<b>器</b>は上等ね。	この <b>うつわ</b> は じょうとう ね	This dish is really top quality.	0	うつわ	0
2741	消火器	fire extinguisher	<b>消火器</b>を交換しました。	<b>しょうかき</b> を こうかん しました	The fire extinguisher was replaced.	0	しょうかき	0
2742	器械	"instrument, apparatus"	体育館で<b>器械</b>を使って運動したの。	たいいくかん で <b>きかい</b> を つかって うんどう した の	I did exercise with machines in the gym.	0	きかい	0
2743	取材	"collection of data, gathering of news"	テレビも<b>取材</b>に来たほど有名なレストランです。	てれび も <b>しゅざい</b> に きた ほど ゆうめい な れすとらん です	The restaurant is so famous that the TV news ran a story on it.	0	しゅざい	0
2744	材木	"timber, wood"	船から<b>材木</b>が降ろされていますね。	ふね から <b>ざいもく</b> が おろされて います ね	Timber is being unloaded from the ship.	0	ざいもく	0
2745	具合	"condition, health"	今日は体の<b>具合</b>が悪いです。	きょう は からだ の <b>ぐあい</b> が わるい です	I feel unwell today.	0	ぐあい	0
2746	さっと	"quickly, suddenly"	こぼれた牛乳を<b>さっと</b>拭き取ったの。	こぼれた ぎゅうにゅう を <b>さっと</b> ふきとった の	I quickly wiped up the spilt milk.	0	さっと	0
2747	器具	"utensil, implement"	これはスポーツ施設用の<b>器具</b>です。	これ は すぽーつ しせつよう の <b>きぐ</b> です	This is equipment for the sports facility.	0	きぐ	0
2748	家具	furniture	部屋の<b>家具</b>を動かしました。	へや の <b>かぐ</b> を うごかしました	I moved the furniture in the room.	0	かぐ	0
2749	雨具	"rain gear, rainwear"	<b>雨具</b>の用意を忘れないように。	<b>あまぐ</b> の ようい を わすれない よう に	Don't forget to prepare your rainwear.	0	あまぐ	0
2750	基地	"base, military base"	ここは昔、軍事<b>基地</b>でした。	ここ は むかし ぐんじ <b>きち</b> でした	This used to be a military base.	0	きち	0
2751	水準	"level, standard"	今年の応募作品は<b>水準</b>が高かったね。	ことし の おうぼ さくひん は <b>すいじゅん</b> が たかかった ね	The standard of entries this year was high.	0	すいじゅん	0
2752	準急	local express	新宿駅まで<b>準急</b>で行ったのよ。	しんじゅくえき まで <b>じゅんきゅう</b> で いった の よ	I went to Tokyo Station by the local express.	0	じゅんきゅう	0
2753	設立	"establishment, foundation"	当社は10年前に<b>設立</b>されたのよ。	とうしゃ は じゅうねんまえ に <b>せつりつ</b> された の よ	Our company was established ten years ago.	0	せつりつ	0
2754	キャンセル	cancellation	予約を<b>キャンセル</b>したよ。	よやく を <b>きゃんせる</b> した よ	I canceled the reservation.	0	キャンセル	0
2755	設備	"equipment, facilities"	この研究所には最新の<b>設備</b>が揃っています。	この けんきゅうじょ に は さいしん の <b>せつび</b> が そろって います	This laboratory has the latest equipment.	0	せつび	0
2756	説	"theory, opinion"	私は彼の<b>説</b>が正しいと思う。	わたし は かれ の <b>せつ</b> が ただしい と おもう	I think that his theory is correct.	0	せつ	0
2757	解説	"explanation, commentary"	新聞の<b>解説</b>欄を読みました。	しんぶん の <b>かいせつ</b> らん を よみました	I read the comment column in the newspaper.	0	かいせつ	0
2758	幾ら	how much@no matter how much	この靴は<b>幾ら</b>ですか。@<b>幾ら</b>呼んでも彼は返事をしなかったわ。	この くつ は <b>いくら</b> です か@<b>いくら</b> よんで も かれ は へんじ を しなかった わ	"How much are these shoes?@No matter how many times I called, he didn't respond."	0	いくら@いくら	0
2759	社説	editorial	この新聞の<b>社説</b>は面白いね。	この しんぶん の <b>しゃせつ</b> は おもしろい ね	The editorial in this newspaper is interesting.	0	しゃせつ	0
2760	学説	theory	それは最新の<b>学説</b>ね。	それ は さいしん の <b>がくせつ</b> ね	It is the latest theory.	0	がくせつ	0
2761	公式	"formal, official"	今後の方針が<b>公式</b>に発表されました。	こんご の ほうしん が <b>こうしき</b> に はっぴょう されました	The future policy was officially announced.	0	こうしき	0
2762	公共	"public society, community"	<b>公共</b>の乗り物は誰でも利用できます。	<b>こうきょう</b> の のりもの は だれ で も りよう できます	Public transport is available to everyone.	0	こうきょう	0
2763	シーツ	sheet	メイドが<b>シーツ</b>を交換してくれたね。	めいど が <b>しーつ</b> を こうかん して くれた ね	The maid changed the sheets.	0	シーツ	0
2764	公平	"impartiality, fairness"	賞金をもらったら<b>公平</b>に分けましょう。	しょうきん を もらったら <b>こうへい</b> に わけましょう	"If we win the prize, let's share it equally."	0	こうへい	0
